Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2016,MALE,ASIAN AND PACIFIC ISLANDER,Madison,40,41
2016,FEMALE,BLACK NON HISPANIC,Madison,39,40
2016,MALE,BLACK NON HISPANIC,Madison,38,39
2016,FEMALE,HISPANIC,Madison,37,38
2016,MALE,HISPANIC,Madison,36,37
2016,FEMALE,WHITE NON HISPANIC,Madison,35,36
2016,MALE,WHITE NON HISPANIC,Madison,34,35
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Zoe,33,34
2016,MALE,ASIAN AND PACIFIC ISLANDER,Zoe,32,33
2016,FEMALE,BLACK NON HISPANIC,Zoe,31,32
2016,MALE,BLACK NON HISPANIC,Zoe,30,31
2016,FEMALE,HISPANIC,Zoe,29,30
2016,MALE,HISPANIC,Zoe,28,29
2016,FEMALE,WHITE NON HISPANIC,Zoe,27,28
2016,MALE,WHITE NON HISPANIC,Zoe,26,27
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Aaliyah,25,26
2016,MALE,ASIAN AND PACIFIC ISLANDER,Aaliyah,24,25
2016,FEMALE,BLACK NON HISPANIC,Aaliyah,23,24
2016,MALE,BLACK NON HISPANIC,Aaliyah,22,23
2016,FEMALE,HISPANIC,Aaliyah,21,22
2016,MALE,HISPANIC,Aaliyah,20,21
2016,FEMALE,WHITE NON HISPANIC,Aaliyah,19,20
2016,MALE,WHITE NON HISPANIC,Aaliyah,18,19
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,London,17,18
2016,MALE,ASIAN AND PACIFIC ISLANDER,London,16,17
2016,FEMALE,BLACK NON HISPANIC,London,15,16
2016,MALE,BLACK NON HISPANIC,London,14,15
2016,FEMALE,HISPANIC,London,13,14
2016,MALE,HISPANIC,London,12,13
2016,FEMALE,WHITE NON HISPANIC,London,11,12
2016,MALE,WHITE NON HISPANIC,London,10,11
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ava,200,1
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ava,199,100
2016,FEMALE,BLACK NON HISPANIC,Ava,198,99
2016,MALE,BLACK NON HISPANIC,Ava,197,98
2016,FEMALE,HISPANIC,Ava,196,97
2016,MALE,HISPANIC,Ava,195,96
2016,FEMALE,WHITE NON HISPANIC,Ava,194,95
2016,MALE,WHITE NON HISPANIC,Ava,193,94
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Layla,192,93
2016,MALE,ASIAN AND PACIFIC ISLANDER,Layla,191,92
2016,FEMALE,BLACK NON HISPANIC,Layla,190,91
2016,MALE,BLACK NON HISPANIC,Layla,189,90
2016,FEMALE,HISPANIC,Layla,188,89
2016,MALE,HISPANIC,Layla,187,88
2016,FEMALE,WHITE NON HISPANIC,Layla,186,87
2016,MALE,WHITE NON HISPANIC,Layla,185,86
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Brooklyn,184,85
2016,MALE,ASIAN AND PACIFIC ISLANDER,Brooklyn,183,84
2016,FEMALE,BLACK NON HISPANIC,Brooklyn,182,83
2016,MALE,BLACK NON HISPANIC,Brooklyn,181,82
2016,FEMALE,HISPANIC,Brooklyn,180,81
2016,MALE,HISPANIC,Brooklyn,179,80
2016,FEMALE,WHITE NON HISPANIC,Brooklyn,178,79
2016,MALE,WHITE NON HISPANIC,Brooklyn,177,78
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,176,77
2016,MALE,ASIAN AND PACIFIC ISLANDER,Abigail,175,76
2016,FEMALE,BLACK NON HISPANIC,Abigail,174,75
2016,MALE,BLACK NON HISPANIC,Abigail,173,74
2016,FEMALE,HISPANIC,Abigail,172,73
2016,MALE,HISPANIC,Abigail,171,72
2016,FEMALE,WHITE NON HISPANIC,Abigail,170,71
2016,MALE,WHITE NON HISPANIC,Abigail,169,70
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ella,168,69
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ella,167,68
2016,FEMALE,BLACK NON HISPANIC,Ella,166,67
2016,MALE,BLACK NON HISPANIC,Ella,165,66
2016,FEMALE,HISPANIC,Ella,164,65
2016,MALE,HISPANIC,Ella,163,64
2016,FEMALE,WHITE NON HISPANIC,Ella,162,63
2016,MALE,WHITE NON HISPANIC,Ella,161,62
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Avery,160,61
2016,MALE,ASIAN AND PACIFIC ISLANDER,Avery,159,60
2016,FEMALE,BLACK NON HISPANIC,Avery,158,59
2016,MALE,BLACK NON HISPANIC,Avery,157,58
2016,FEMALE,HISPANIC,Avery,156,57
2016,MALE,HISPANIC,Avery,155,56
2016,FEMALE,WHITE NON HISPANIC,Avery,154,55
2016,MALE,WHITE NON HISPANIC,Avery,153,54
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Londyn,152,53
2016,MALE,ASIAN AND PACIFIC ISLANDER,Londyn,151,52
2016,FEMALE,BLACK NON HISPANIC,Londyn,150,51
2016,MALE,BLACK NON HISPANIC,Londyn,149,50
2016,FEMALE,HISPANIC,Londyn,148,49
2016,MALE,HISPANIC,Londyn,147,48
2016,FEMALE,WHITE NON HISPANIC,Londyn,146,47
2016,MALE,WHITE NON HISPANIC,Londyn,145,46
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amirah,144,45
2016,MALE,ASIAN AND PACIFIC ISLANDER,Amirah,143,44
2016,FEMALE,BLACK NON HISPANIC,Amirah,142,43
2016,MALE,BLACK NON HISPANIC,Amirah,141,42
2016,FEMALE,HISPANIC,Amirah,140,41
2016,MALE,HISPANIC,Amirah,139,40
2016,FEMALE,WHITE NON HISPANIC,Amirah,138,39
2016,MALE,WHITE NON HISPANIC,Amirah,137,38
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,McKenzie,136,37
2016,MALE,ASIAN AND PACIFIC ISLANDER,McKenzie,135,36
2016,FEMALE,BLACK NON HISPANIC,McKenzie,134,35
2016,MALE,BLACK NON HISPANIC,McKenzie,133,34
2016,FEMALE,HISPANIC,McKenzie,132,33
2016,MALE,HISPANIC,McKenzie,131,32
2016,FEMALE,WHITE NON HISPANIC,McKenzie,130,31
2016,MALE,WHITE NON HISPANIC,McKenzie,129,30
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Skylar,128,29
2016,MALE,ASIAN AND PACIFIC ISLANDER,Skylar,127,28
2016,FEMALE,BLACK NON HISPANIC,Skylar,126,27
2016,MALE,BLACK NON HISPANIC,Skylar,125,26
2016,FEMALE,HISPANIC,Skylar,124,25
2016,MALE,HISPANIC,Skylar,123,24
2016,FEMALE,WHITE NON HISPANIC,Skylar,122,23
2016,MALE,WHITE NON HISPANIC,Skylar,121,22
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Genesis,120,21
2016,MALE,ASIAN AND PACIFIC ISLANDER,Genesis,119,20
2016,FEMALE,BLACK NON HISPANIC,Genesis,118,19
2016,MALE,BLACK NON HISPANIC,Genesis,117,18
2016,FEMALE,HISPANIC,Genesis,116,17
2016,MALE,HISPANIC,Genesis,115,16
2016,FEMALE,WHITE NON HISPANIC,Genesis,114,15
2016,MALE,WHITE NON HISPANIC,Genesis,113,14
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sofia,112,13
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sofia,111,12
2016,FEMALE,BLACK NON HISPANIC,Sofia,110,11
2016,MALE,BLACK NON HISPANIC,Sofia,109,10
2016,FEMALE,HISPANIC,Sofia,108,9
2016,MALE,HISPANIC,Sofia,107,8
2016,FEMALE,WHITE NON HISPANIC,Sofia,106,7
2016,MALE,WHITE NON HISPANIC,Sofia,105,6
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Grace,104,5
2016,MALE,ASIAN AND PACIFIC ISLANDER,Grace,103,4
2016,FEMALE,BLACK NON HISPANIC,Grace,102,3
2016,MALE,BLACK NON HISPANIC,Grace,101,2
2016,FEMALE,HISPANIC,Grace,100,1
2016,MALE,HISPANIC,Grace,99,100
2016,FEMALE,WHITE NON HISPANIC,Grace,98,99
2016,MALE,WHITE NON HISPANIC,Grace,97,98
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ashley,96,97
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ashley,95,96
2016,FEMALE,BLACK NON HISPANIC,Ashley,94,95
2016,MALE,BLACK NON HISPANIC,Ashley,93,94
2016,FEMALE,HISPANIC,Ashley,92,93
2016,MALE,HISPANIC,Ashley,91,92
2016,FEMALE,WHITE NON HISPANIC,Ashley,90,91
2016,MALE,WHITE NON HISPANIC,Ashley,89,90
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Taylor,88,89
2016,MALE,ASIAN AND PACIFIC ISLANDER,Taylor,87,88
2016,FEMALE,BLACK NON HISPANIC,Taylor,86,87
2016,MALE,BLACK NON HISPANIC,Taylor,85,86
2016,FEMALE,HISPANIC,Taylor,84,85
2016,MALE,HISPANIC,Taylor,83,84
2016,FEMALE,WHITE NON HISPANIC,Taylor,82,83
2016,MALE,WHITE NON HISPANIC,Taylor,81,82
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Riley,80,81
2016,MALE,ASIAN AND PACIFIC ISLANDER,Riley,79,80
2016,FEMALE,BLACK NON HISPANIC,Riley,78,79
2016,MALE,BLACK NON HISPANIC,Riley,77,78
2016,FEMALE,HISPANIC,Riley,76,77
2016,MALE,HISPANIC,Riley,75,76
2016,FEMALE,WHITE NON HISPANIC,Riley,74,75
2016,MALE,WHITE NON HISPANIC,Riley,73,74
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,72,73
2016,MALE,ASIAN AND PACIFIC ISLANDER,Olivia,71,72
2016,FEMALE,BLACK NON HISPANIC,Olivia,70,71
2016,MALE,BLACK NON HISPANIC,Olivia,69,70
2016,FEMALE,HISPANIC,Olivia,68,69
2016,MALE,HISPANIC,Olivia,67,68
2016,FEMALE,WHITE NON HISPANIC,Olivia,66,67
2016,MALE,WHITE NON HISPANIC,Olivia,65,66
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,64,65
2016,MALE,ASIAN AND PACIFIC ISLANDER,Chloe,63,64
2016,FEMALE,BLACK NON HISPANIC,Chloe,62,63
2016,MALE,BLACK NON HISPANIC,Chloe,61,62
2016,FEMALE,HISPANIC,Chloe,60,61
2016,MALE,HISPANIC,Chloe,59,60
2016,FEMALE,WHITE NON HISPANIC,Chloe,58,59
2016,MALE,WHITE NON HISPANIC,Chloe,57,58
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,56,57
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sophia,55,56
2016,FEMALE,BLACK NON HISPANIC,Sophia,54,55
2016,MALE,BLACK NON HISPANIC,Sophia,53,54
2016,FEMALE,HISPANIC,Sophia,52,53
2016,MALE,HISPANIC,Sophia,51,52
2016,FEMALE,WHITE NON HISPANIC,Sophia,50,51
2016,MALE,WHITE NON HISPANIC,Sophia,49,50
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,48,49
2016,MALE,ASIAN AND PACIFIC ISLANDER,Emma,47,48
2016,FEMALE,BLACK NON HISPANIC,Emma,46,47
2016,MALE,BLACK NON HISPANIC,Emma,45,46
2016,FEMALE,HISPANIC,Emma,44,45
2016,MALE,HISPANIC,Emma,43,44
2016,FEMALE,WHITE NON HISPANIC,Emma,42,43
2016,MALE,WHITE NON HISPANIC,Emma,41,42
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,40,41
2016,MALE,ASIAN AND PACIFIC ISLANDER,Emily,39,40
2016,FEMALE,BLACK NON HISPANIC,Emily,38,39
2016,MALE,BLACK NON HISPANIC,Emily,37,38
2016,FEMALE,HISPANIC,Emily,36,37
2016,MALE,HISPANIC,Emily,35,36
2016,FEMALE,WHITE NON HISPANIC,Emily,34,35
2016,MALE,WHITE NON HISPANIC,Emily,33,34
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,32,33
2016,MALE,ASIAN AND PACIFIC ISLANDER,Mia,31,32
2016,FEMALE,BLACK NON HISPANIC,Mia,30,31
2016,MALE,BLACK NON HISPANIC,Mia,29,30
2016,FEMALE,HISPANIC,Mia,28,29
2016,MALE,HISPANIC,Mia,27,28
2016,FEMALE,WHITE NON HISPANIC,Mia,26,27
2016,MALE,WHITE NON HISPANIC,Mia,25,26
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,24,25
2016,MALE,ASIAN AND PACIFIC ISLANDER,Charlotte,23,24
2016,FEMALE,BLACK NON HISPANIC,Charlotte,22,23
2016,MALE,BLACK NON HISPANIC,Charlotte,21,22
2016,FEMALE,HISPANIC,Charlotte,20,21
2016,MALE,HISPANIC,Charlotte,19,20
2016,FEMALE,WHITE NON HISPANIC,Charlotte,18,19
2016,MALE,WHITE NON HISPANIC,Charlotte,17,18
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,16,17
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sarah,15,16
2016,FEMALE,BLACK NON HISPANIC,Sarah,14,15
2016,MALE,BLACK NON HISPANIC,Sarah,13,14
2016,FEMALE,HISPANIC,Sarah,12,13
2016,MALE,HISPANIC,Sarah,11,12
2016,FEMALE,WHITE NON HISPANIC,Sarah,10,11
2016,MALE,WHITE NON HISPANIC,Sarah,200,1
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,199,100
2016,MALE,ASIAN AND PACIFIC ISLANDER,Isabella,198,99
2016,FEMALE,BLACK NON HISPANIC,Isabella,197,98
2016,MALE,BLACK NON HISPANIC,Isabella,196,97
2016,FEMALE,HISPANIC,Isabella,195,96
2016,MALE,HISPANIC,Isabella,194,95
2016,FEMALE,WHITE NON HISPANIC,Isabella,193,94
2016,MALE,WHITE NON HISPANIC,Isabella,192,93
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,191,92
2016,MALE,ASIAN AND PACIFIC ISLANDER,Hannah,190,91
2016,FEMALE,BLACK NON HISPANIC,Hannah,189,90
2016,MALE,BLACK NON HISPANIC,Hannah,188,89
2016,FEMALE,HISPANIC,Hannah,187,88
2016,MALE,HISPANIC,Hannah,186,87
2016,FEMALE,WHITE NON HISPANIC,Hannah,185,86
2016,MALE,WHITE NON HISPANIC,Hannah,184,85
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Madison,183,84
2016,MALE,ASIAN AND PACIFIC ISLANDER,Madison,182,83
2016,FEMALE,BLACK NON HISPANIC,Madison,181,82
2016,MALE,BLACK NON HISPANIC,Madison,180,81
2016,FEMALE,HISPANIC,Madison,179,80
2016,MALE,HISPANIC,Madison,178,79
2016,FEMALE,WHITE NON HISPANIC,Madison,177,78
2016,MALE,WHITE NON HISPANIC,Madison,176,77
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Zoe,175,76
2016,MALE,ASIAN AND PACIFIC ISLANDER,Zoe,174,75
2016,FEMALE,BLACK NON HISPANIC,Zoe,173,74
2016,MALE,BLACK NON HISPANIC,Zoe,172,73
2016,FEMALE,HISPANIC,Zoe,171,72
2016,MALE,HISPANIC,Zoe,170,71
2016,FEMALE,WHITE NON HISPANIC,Zoe,169,70
2016,MALE,WHITE NON HISPANIC,Zoe,168,69
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Aaliyah,167,68
2016,MALE,ASIAN AND PACIFIC ISLANDER,Aaliyah,166,67
2016,FEMALE,BLACK NON HISPANIC,Aaliyah,165,66
2016,MALE,BLACK NON HISPANIC,Aaliyah,164,65
2016,FEMALE,HISPANIC,Aaliyah,163,64
2016,MALE,HISPANIC,Aaliyah,162,63
2016,FEMALE,WHITE NON HISPANIC,Aaliyah,161,62
2016,MALE,WHITE NON HISPANIC,Aaliyah,160,61
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,London,159,60
2016,MALE,ASIAN AND PACIFIC ISLANDER,London,158,59
2016,FEMALE,BLACK NON HISPANIC,London,157,58
2016,MALE,BLACK NON HISPANIC,London,156,57
2016,FEMALE,HISPANIC,London,155,56
2016,MALE,HISPANIC,London,154,55
2016,FEMALE,WHITE NON HISPANIC,London,153,54
2016,MALE,WHITE NON HISPANIC,London,152,53
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ava,151,52
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ava,150,51
2016,FEMALE,BLACK NON HISPANIC,Ava,149,50
2016,MALE,BLACK NON HISPANIC,Ava,148,49
2016,FEMALE,HISPANIC,Ava,147,48
2016,MALE,HISPANIC,Ava,146,47
2016,FEMALE,WHITE NON HISPANIC,Ava,145,46
2016,MALE,WHITE NON HISPANIC,Ava,144,45
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Layla,143,44
2016,MALE,ASIAN AND PACIFIC ISLANDER,Layla,142,43
2016,FEMALE,BLACK NON HISPANIC,Layla,141,42
2016,MALE,BLACK NON HISPANIC,Layla,140,41
2016,FEMALE,HISPANIC,Layla,139,40
2016,MALE,HISPANIC,Layla,138,39
2016,FEMALE,WHITE NON HISPANIC,Layla,137,38
2016,MALE,WHITE NON HISPANIC,Layla,136,37
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Brooklyn,135,36
2016,MALE,ASIAN AND PACIFIC ISLANDER,Brooklyn,134,35
2016,FEMALE,BLACK NON HISPANIC,Brooklyn,133,34
2016,MALE,BLACK NON HISPANIC,Brooklyn,132,33
2016,FEMALE,HISPANIC,Brooklyn,131,32
2016,MALE,HISPANIC,Brooklyn,130,31
2016,FEMALE,WHITE NON HISPANIC,Brooklyn,129,30
2016,MALE,WHITE NON HISPANIC,Brooklyn,128,29
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,127,28
2016,MALE,ASIAN AND PACIFIC ISLANDER,Abigail,126,27
2016,FEMALE,BLACK NON HISPANIC,Abigail,125,26
2016,MALE,BLACK NON HISPANIC,Abigail,124,25
2016,FEMALE,HISPANIC,Abigail,123,24
2016,MALE,HISPANIC,Abigail,122,23
2016,FEMALE,WHITE NON HISPANIC,Abigail,121,22
2016,MALE,WHITE NON HISPANIC,Abigail,120,21
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ella,119,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ella,118,19
2016,FEMALE,BLACK NON HISPANIC,Ella,117,18
2016,MALE,BLACK NON HISPANIC,Ella,116,17
2016,FEMALE,HISPANIC,Ella,115,16
2016,MALE,HISPANIC,Ella,114,15
2016,FEMALE,WHITE NON HISPANIC,Ella,113,14
2016,MALE,WHITE NON HISPANIC,Ella,112,13
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Avery,111,12
2016,MALE,ASIAN AND PACIFIC ISLANDER,Avery,110,11
2016,FEMALE,BLACK NON HISPANIC,Avery,109,10
2016,MALE,BLACK NON HISPANIC,Avery,108,9
2016,FEMALE,HISPANIC,Avery,107,8
2016,MALE,HISPANIC,Avery,106,7
2016,FEMALE,WHITE NON HISPANIC,Avery,105,6
2016,MALE,WHITE NON HISPANIC,Avery,104,5
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Londyn,103,4
2016,MALE,ASIAN AND PACIFIC ISLANDER,Londyn,102,3
2016,FEMALE,BLACK NON HISPANIC,Londyn,101,2
2016,MALE,BLACK NON HISPANIC,Londyn,100,1
2016,FEMALE,HISPANIC,Londyn,99,100
2016,MALE,HISPANIC,Londyn,98,99
2016,FEMALE,WHITE NON HISPANIC,Londyn,97,98
2016,MALE,WHITE NON HISPANIC,Londyn,96,97
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amirah,95,96
2016,MALE,ASIAN AND PACIFIC ISLANDER,Amirah,94,95
2016,FEMALE,BLACK NON HISPANIC,Amirah,93,94
2016,MALE,BLACK NON HISPANIC,Amirah,92,93
2016,FEMALE,HISPANIC,Amirah,91,92
2016,MALE,HISPANIC,Amirah,90,91
2016,FEMALE,WHITE NON HISPANIC,Amirah,89,90
2016,MALE,WHITE NON HISPANIC,Amirah,88,89
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,McKenzie,87,88
2016,MALE,ASIAN AND PACIFIC ISLANDER,McKenzie,86,87
2016,FEMALE,BLACK NON HISPANIC,McKenzie,85,86
2016,MALE,BLACK NON HISPANIC,McKenzie,84,85
2016,FEMALE,HISPANIC,McKenzie,83,84
2016,MALE,HISPANIC,McKenzie,82,83
2016,FEMALE,WHITE NON HISPANIC,McKenzie,81,82
2016,MALE,WHITE NON HISPANIC,McKenzie,80,81
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Skylar,79,80
2016,MALE,ASIAN AND PACIFIC ISLANDER,Skylar,78,79
2016,FEMALE,BLACK NON HISPANIC,Skylar,77,78
2016,MALE,BLACK NON HISPANIC,Skylar,76,77
2016,FEMALE,HISPANIC,Skylar,75,76
2016,MALE,HISPANIC,Skylar,74,75
2016,FEMALE,WHITE NON HISPANIC,Skylar,73,74
2016,MALE,WHITE NON HISPANIC,Skylar,72,73
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Genesis,71,72
2016,MALE,ASIAN AND PACIFIC ISLANDER,Genesis,70,71
2016,FEMALE,BLACK NON HISPANIC,Genesis,69,70
2016,MALE,BLACK NON HISPANIC,Genesis,68,69
2016,FEMALE,HISPANIC,Genesis,67,68
2016,MALE,HISPANIC,Genesis,66,67
2016,FEMALE,WHITE NON HISPANIC,Genesis,65,66
2016,MALE,WHITE NON HISPANIC,Genesis,64,65
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sofia,63,64
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sofia,62,63
2016,FEMALE,BLACK NON HISPANIC,Sofia,61,62
2016,MALE,BLACK NON HISPANIC,Sofia,60,61
2016,FEMALE,HISPANIC,Sofia,59,60
2016,MALE,HISPANIC,Sofia,58,59
2016,FEMALE,WHITE NON HISPANIC,Sofia,57,58
2016,MALE,WHITE NON HISPANIC,Sofia,56,57
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Grace,55,56
2016,MALE,ASIAN AND PACIFIC ISLANDER,Grace,54,55
2016,FEMALE,BLACK NON HISPANIC,Grace,53,54
2016,MALE,BLACK NON HISPANIC,Grace,52,53
2016,FEMALE,HISPANIC,Grace,51,52
2016,MALE,HISPANIC,Grace,50,51
2016,FEMALE,WHITE NON HISPANIC,Grace,49,50
2016,MALE,WHITE NON HISPANIC,Grace,48,49
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ashley,47,48
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ashley,46,47
2016,FEMALE,BLACK NON HISPANIC,Ashley,45,46
2016,MALE,BLACK NON HISPANIC,Ashley,44,45
2016,FEMALE,HISPANIC,Ashley,43,44
2016,MALE,HISPANIC,Ashley,42,43
2016,FEMALE,WHITE NON HISPANIC,Ashley,41,42
2016,MALE,WHITE NON HISPANIC,Ashley,40,41
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Taylor,39,40
2016,MALE,ASIAN AND PACIFIC ISLANDER,Taylor,38,39
2016,FEMALE,BLACK NON HISPANIC,Taylor,37,38
2016,MALE,BLACK NON HISPANIC,Taylor,36,37
2016,FEMALE,HISPANIC,Taylor,35,36
2016,MALE,HISPANIC,Taylor,34,35
2016,FEMALE,WHITE NON HISPANIC,Taylor,33,34
2016,MALE,WHITE NON HISPANIC,Taylor,32,33
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Riley,31,32
2016,MALE,ASIAN AND PACIFIC ISLANDER,Riley,30,31
2016,FEMALE,BLACK NON HISPANIC,Riley,29,30
2016,MALE,BLACK NON HISPANIC,Riley,28,29
2016,FEMALE,HISPANIC,Riley,27,28
2016,MALE,HISPANIC,Riley,26,27
2016,FEMALE,WHITE NON HISPANIC,Riley,25,26
2016,MALE,WHITE NON HISPANIC,Riley,24,25
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,23,24
2016,MALE,ASIAN AND PACIFIC ISLANDER,Olivia,22,23
2016,FEMALE,BLACK NON HISPANIC,Olivia,21,22
2016,MALE,BLACK NON HISPANIC,Olivia,20,21
2016,FEMALE,HISPANIC,Olivia,19,20
2016,MALE,HISPANIC,Olivia,18,19
2016,FEMALE,WHITE NON HISPANIC,Olivia,17,18
2016,MALE,WHITE NON HISPANIC,Olivia,16,17
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,15,16
2016,MALE,ASIAN AND PACIFIC ISLANDER,Chloe,14,15
2016,FEMALE,BLACK NON HISPANIC,Chloe,13,14
2016,MALE,BLACK NON HISPANIC,Chloe,12,13
2016,FEMALE,HISPANIC,Chloe,11,12
2016,MALE,HISPANIC,Chloe,10,11
2016,FEMALE,WHITE NON HISPANIC,Chloe,200,1
2016,MALE,WHITE NON HISPANIC,Chloe,199,100
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,198,99
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sophia,197,98
2016,FEMALE,BLACK NON HISPANIC,Sophia,196,97
2016,MALE,BLACK NON HISPANIC,Sophia,195,96
2016,FEMALE,HISPANIC,Sophia,194,95
2016,MALE,HISPANIC,Sophia,193,94
2016,FEMALE,WHITE NON HISPANIC,Sophia,192,93
2016,MALE,WHITE NON HISPANIC,Sophia,191,92
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,190,91
2016,MALE,ASIAN AND PACIFIC ISLANDER,Emma,189,90
2016,FEMALE,BLACK NON HISPANIC,Emma,188,89
2016,MALE,BLACK NON HISPANIC,Emma,187,88
2016,FEMALE,HISPANIC,Emma,186,87
2016,MALE,HISPANIC,Emma,185,86
2016,FEMALE,WHITE NON HISPANIC,Emma,184,85
2016,MALE,WHITE NON HISPANIC,Emma,183,84
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,182,83
2016,MALE,ASIAN AND PACIFIC ISLANDER,Emily,181,82
2016,FEMALE,BLACK NON HISPANIC,Emily,180,81
2016,MALE,BLACK NON HISPANIC,Emily,179,80
2016,FEMALE,HISPANIC,Emily,178,79
2016,MALE,HISPANIC,Emily,177,78
2016,FEMALE,WHITE NON HISPANIC,Emily,176,77
2016,MALE,WHITE NON HISPANIC,Emily,175,76
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,174,75
2016,MALE,ASIAN AND PACIFIC ISLANDER,Mia,173,74
2016,FEMALE,BLACK NON HISPANIC,Mia,172,73
2016,MALE,BLACK NON HISPANIC,Mia,171,72
2016,FEMALE,HISPANIC,Mia,170,71
2016,MALE,HISPANIC,Mia,169,70
2016,FEMALE,WHITE NON HISPANIC,Mia,168,69
2016,MALE,WHITE NON HISPANIC,Mia,167,68
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,166,67
2016,MALE,ASIAN AND PACIFIC ISLANDER,Charlotte,165,66
2016,FEMALE,BLACK NON HISPANIC,Charlotte,164,65
2016,MALE,BLACK NON HISPANIC,Charlotte,163,64
2016,FEMALE,HISPANIC,Charlotte,162,63
2016,MALE,HISPANIC,Charlotte,161,62
2016,FEMALE,WHITE NON HISPANIC,Charlotte,160,61
2016,MALE,WHITE NON HISPANIC,Charlotte,159,60
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,158,59
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sarah,157,58
2016,FEMALE,BLACK NON HISPANIC,Sarah,156,57
2016,MALE,BLACK NON HISPANIC,Sarah,155,56
2016,FEMALE,HISPANIC,Sarah,154,55
2016,MALE,HISPANIC,Sarah,153,54
2016,FEMALE,WHITE NON HISPANIC,Sarah,152,53
2016,MALE,WHITE NON HISPANIC,Sarah,151,52
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,150,51
2016,MALE,ASIAN AND PACIFIC ISLANDER,Isabella,149,50
